"Country","Sex","Cause","Year","Value"
"Austria","Total","Diseases of the circulatory system",1963,824.9
"Austria","Total","Diseases of the circulatory system",1962,881
"Austria","Total","Diseases of the circulatory system",1961,855.7
"Austria","Total","Diseases of the circulatory system",1960,888.1
"Belgium","Female","Diseases of the circulatory system",1965,746.3
"Belgium","Female","Diseases of the circulatory system",1964,705.7
"Belgium","Female","Diseases of the circulatory system",1963,786.3
"Belgium","Female","Diseases of the circulatory system",1962,742.6
"Belgium","Female","Diseases of the circulatory system",1961,630.7
"Belgium","Female","Diseases of the circulatory system",1960,661
"Belgium","Female","Diseases of the circulatory system",2020,151.1
"Belgium","Female","Diseases of the circulatory system",2019,159.8
"Belgium","Female","Diseases of the circulatory system",2018,164
"Belgium","Female","Diseases of the circulatory system",2017,177.1
"Belgium","Female","Diseases of the circulatory system",2016,183.4
"Belgium","Female","Diseases of the circulatory system",2015,197.9
"Belgium","Female","Diseases of the circulatory system",2014,191.3
"Belgium","Female","Diseases of the circulatory system",2013,202.9
"Belgium","Female","Diseases of the circulatory system",2012,211.1
"Belgium","Female","Diseases of the circulatory system",2011,215.1
"Belgium","Female","Diseases of the circulatory system",2010,228.9
"Belgium","Female","Diseases of the circulatory system",2009,233
"Belgium","Female","Diseases of the circulatory system",2008,245.4
"Belgium","Female","Diseases of the circulatory system",2007,254.8
"Belgium","Female","Diseases of the circulatory system",2006,263.7
"Belgium","Female","Diseases of the circulatory system",2005,287.4
"Belgium","Female","Diseases of the circulatory system",2004,299.7
"Belgium","Female","Diseases of the circulatory system",2003,321.3
"Belgium","Female","Diseases of the circulatory system",2002,320.6
"Belgium","Female","Diseases of the circulatory system",2001,317.1
"Belgium","Female","Diseases of the circulatory system",2000,330.2
"Belgium","Female","Diseases of the circulatory system",1999,329.5
"Belgium","Female","Diseases of the circulatory system",1998,337.4
"Belgium","Female","Diseases of the circulatory system",1997,344.9
"Belgium","Female","Diseases of the circulatory system",1996,354.2
"Belgium","Female","Diseases of the circulatory system",1995,360.7
"Belgium","Female","Diseases of the circulatory system",1994,366.5
"Belgium","Female","Diseases of the circulatory system",1993,386.2
"Belgium","Female","Diseases of the circulatory system",1992,366.6
"Belgium","Female","Diseases of the circulatory system",1991,383
"Belgium","Female","Diseases of the circulatory system",1990,390.9
"Belgium","Female","Diseases of the circulatory system",1989,411.5
"Belgium","Female","Diseases of the circulatory system",1988,416.3
"Belgium","Female","Diseases of the circulatory system",1987,434.2
"Belgium","Female","Diseases of the circulatory system",1986,463.3
"Belgium","Female","Diseases of the circulatory system",1985,483
"Belgium","Female","Diseases of the circulatory system",1984,505.6
"Belgium","Female","Diseases of the circulatory system",1983,548.3
"Belgium","Female","Diseases of the circulatory system",1982,545.6
"Belgium","Female","Diseases of the circulatory system",1981,554.3
"Belgium","Female","Diseases of the circulatory system",1980,559.6
"Belgium","Female","Diseases of the circulatory system",1979,543.3
"Belgium","Female","Diseases of the circulatory system",1978,556.6
"Belgium","Female","Diseases of the circulatory system",1977,541.9
"Belgium","Female","Diseases of the circulatory system",1976,583
"Belgium","Female","Diseases of the circulatory system",1975,610.8
"Belgium","Female","Diseases of the circulatory system",1974,611.3
"Belgium","Female","Diseases of the circulatory system",1973,610.8
"Belgium","Female","Diseases of the circulatory system",1972,628.9
"Belgium","Female","Diseases of the circulatory system",1971,655
"Belgium","Female","Diseases of the circulatory system",1970,668.1
"Belgium","Female","Diseases of the circulatory system",1969,681
"Belgium","Female","Diseases of the circulatory system",1968,746
"Belgium","Female","Diseases of the circulatory system",1967,706.9
"Belgium","Female","Diseases of the circulatory system",1966,704.4
"Belgium","Male","Diseases of the circulatory system",2019,219.2
"Belgium","Male","Diseases of the circulatory system",2018,229.7
"Belgium","Male","Diseases of the circulatory system",2017,254.7
"Belgium","Male","Diseases of the circulatory system",2016,258.5
"Belgium","Male","Diseases of the circulatory system",2015,274.3
"Belgium","Male","Diseases of the circulatory system",2014,271.1
"Belgium","Male","Diseases of the circulatory system",2013,294
"Belgium","Male","Diseases of the circulatory system",2012,301.1
"Belgium","Male","Diseases of the circulatory system",2011,303.2
"Belgium","Male","Diseases of the circulatory system",2010,327.6
"Belgium","Male","Diseases of the circulatory system",2009,338
"Belgium","Male","Diseases of the circulatory system",2008,351.3
"Belgium","Male","Diseases of the circulatory system",2007,359.9
"Belgium","Male","Diseases of the circulatory system",2006,367.2
"Belgium","Male","Diseases of the circulatory system",2005,402.7
"Belgium","Male","Diseases of the circulatory system",2004,424.7
"Belgium","Male","Diseases of the circulatory system",2003,450.4
"Belgium","Male","Diseases of the circulatory system",2002,458.2
"Belgium","Male","Diseases of the circulatory system",2001,455.3
"Belgium","Male","Diseases of the circulatory system",2000,480.4
"Belgium","Male","Diseases of the circulatory system",1999,473.4
"Belgium","Male","Diseases of the circulatory system",1998,489.2
"Belgium","Male","Diseases of the circulatory system",1997,505.9
"Belgium","Male","Diseases of the circulatory system",1996,528.9
"Belgium","Male","Diseases of the circulatory system",1995,531.2
"Belgium","Male","Diseases of the circulatory system",1994,536.3
"Belgium","Male","Diseases of the circulatory system",1993,571.7
"Belgium","Male","Diseases of the circulatory system",1992,556.5
"Belgium","Male","Diseases of the circulatory system",1991,560.5
